file,directory,document_index,rule_index,rule_id,logical_group,logical_class,operators,B1_no_metavariable,B2_metavariable_binding,B3_repeated_metavariable,B3_5_redundant_metavariable,B4_metavariable_regex,B5_metavariable_pattern,B6_metavariable_comparison_or_type,metavars,repeated_metavars,binding_scopes_json,pattern_count,has_no_metavar,has_plain_metavar,has_unnamed_ellipsis,has_ellipsis_metavar,has_deep_expression,has_no_pattern_fields,shape_groups,shape_labels
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__off-by-one.yaml,.,0,0,raptor-off-by-one,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-inside,pattern-not,patterns,references,severity",False,True,True,False,False,True,False,"$A,$B,$BUF,$DST,$EXPR,$LEN,$SRC,$STR,$TYPE,$VAL,$X,$Y","$BUF,$EXPR,$LEN,$STR,$X,$Y","[{""$BUF"": 2, ""$EXPR"": 1}, {""$BUF"": 3, ""$EXPR"": 2, ""$LEN"": 3, ""$TYPE"": 1}, {""$BUF"": 3, ""$EXPR"": 2, ""$LEN"": 3, ""$TYPE"": 1}, {""$A"": 1, ""$BUF"": 3, ""$EXPR"": 2, ""$TYPE"": 1, ""$X"": 2, ""$Y"": 3}, {""$B"": 1, ""$BUF"": 3, ""$EXPR"": 2, ""$TYPE"": 1, ""$X"": 3, ""$Y"": 2}, {""$DST"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 2, ""$SRC"": 1, ""$VAL"": 1}, {""$STR"": 2}, {""$STR"": 1}]",16,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__pointer-subtraction.yaml,.,0,0,raptor-pointer-subtraction,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,False,False,False,False,"$EXPR1,$EXPR2,$PTR1,$PTR2,$PTR3,$TYPE","$PTR1,$PTR2,$TYPE","[{""$PTR1"": 1, ""$PTR2"": 1}, {""$PTR1"": 1, ""$PTR2"": 1}, {""$PTR1"": 1, ""$PTR2"": 1}, {""$PTR1"": 1, ""$PTR2"": 1}, {""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR1"": 1, ""$EXPR2"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR1"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR2"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$PTR3"": 1, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$PTR3"": 1, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR1"": 1, ""$EXPR2"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR1"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$EXPR2"": 1, ""$PTR1"": 2, ""$PTR2"": 2, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$PTR3"": 1, ""$TYPE"": 2}, {""$PTR1"": 2, ""$PTR2"": 2, ""$PTR3"": 1, ""$TYPE"": 2}]",12,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__putenv-stack-var.yaml,.,0,0,raptor-putenv-stack-var,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,True,False,False,False,"$ARR,$EXPR,$LEN,$PTR,$TYPE","$ARR,$PTR","[{""$LEN"": 1, ""$PTR"": 2, ""$TYPE"": 1}, {""$EXPR"": 1, ""$LEN"": 1, ""$PTR"": 2, ""$TYPE"": 1}, {""$ARR"": 2, ""$LEN"": 1, ""$PTR"": 2, ""$TYPE"": 1}, {""$ARR"": 2, ""$EXPR"": 1, ""$LEN"": 1, ""$PTR"": 2, ""$TYPE"": 1}]",5,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__ret-stack-address.yaml,.,0,0,raptor-ret-stack-address,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-inside,patterns,references,severity",False,True,True,False,False,False,False,"$ARR,$EXPR,$LEN,$PTR,$TYPE,$VAR","$ARR,$PTR,$VAR","[{""$LEN"": 1, ""$PTR"": 2, ""$TYPE"": 1}, {""$EXPR"": 1, ""$LEN"": 1, ""$PTR"": 2, ""$TYPE"": 1}, {""$ARR"": 2, ""$LEN"": 1, ""$PTR"": 2, ""$TYPE"": 1}, {""$ARR"": 2, ""$EXPR"": 1, ""$LEN"": 1, ""$PTR"": 2, ""$TYPE"": 1}, {""$TYPE"": 1, ""$VAR"": 2}, {""$EXPR"": 1, ""$TYPE"": 1, ""$VAR"": 2}, {""$LEN"": 1, ""$TYPE"": 1, ""$VAR"": 2}, {""$EXPR"": 1, ""$LEN"": 1, ""$TYPE"": 1, ""$VAR"": 2}, {""$TYPE"": 1, ""$VAR"": 2}, {""$EXPR"": 1, ""$TYPE"": 1, ""$VAR"": 2}]",12,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__signed-unsigned-conversion.yaml,.,0,0,raptor-signed-unsigned-conversion,A3,Conjunction / Intersection,"author,confidence,focus-metavariable,id,languages,message,metadata,pattern,pattern-either,patterns,references,severity",False,True,True,False,False,False,False,"$BUF,$CHAR,$CNT,$DST,$FD,$FL,$FS,$FUN,$LEN,$NITEMS,$PTR,$SD,$SIGNED,$SRC,$UNSIGNED",$FUN,"[{""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 2, ""$SIGNED"": 1}, {""$FUN"": 2, ""$SIGNED"": 1}, {""$FUN"": 2, ""$SIGNED"": 1}, {""$FUN"": 2, ""$SIGNED"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$BUF"": 1, ""$LEN"": 1}, {""$BUF"": 1, ""$LEN"": 1}, {""$BUF"": 1, ""$LEN"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$CHAR"": 1, ""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$CHAR"": 1, ""$DST"": 1, ""$LEN"": 1}, {""$DST"": 1, ""$LEN"": 1, ""$SRC"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$CNT"": 1, ""$LEN"": 1}, {""$CNT"": 1, ""$LEN"": 1}, {""$LEN"": 1, ""$PTR"": 1}, {""$BUF"": 1, ""$FD"": 1, ""$LEN"": 1}, {""$BUF"": 1, ""$FL"": 1, ""$LEN"": 1, ""$SD"": 1}, {""$BUF"": 1, ""$FL"": 1, ""$LEN"": 1, ""$SD"": 1}, {""$FS"": 1, ""$LEN"": 1, ""$NITEMS"": 1, ""$PTR"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$SIGNED"": 1, ""$UNSIGNED"": 1}, {""$FUN"": 2, ""$UNSIGNED"": 1}, {""$FUN"": 2, ""$UNSIGNED"": 1}, {""$FUN"": 2, ""$UNSIGNED"": 1}, {""$FUN"": 2, ""$UNSIGNED"": 1}]",39,False,True,True,False,True,False,"C2,C3,C5","deep_expression,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__suspicious-assert.yaml,.,0,0,raptor-suspicious-assert,A3,Conjunction / Intersection,"author,confidence,id,languages,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,patterns,references,regex,severity",False,True,True,True,True,False,False,"$A,$ASSERT,$B",$ASSERT,"[{""$A"": 1, ""$ASSERT"": 2, ""$B"": 1}, {""$A"": 1, ""$ASSERT"": 2, ""$B"": 1}, {""$A"": 1, ""$ASSERT"": 2, ""$B"": 1}, {""$A"": 1, ""$ASSERT"": 2, ""$B"": 1}]",4,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__typos.yaml,.,0,0,raptor-typos,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-regex,pattern,pattern-either,pattern-not-inside,patterns,references,regex,severity",False,True,True,False,True,False,False,"$ARR,$COND,$EXPR,$EXPR1,$EXPR2,$EXPR3,$EXPR4,$LEN,$PTR,$TYPE","$EXPR,$EXPR1,$EXPR2,$LEN","[{""$EXPR1"": 1, ""$EXPR2"": 1, ""$EXPR3"": 1, ""$EXPR4"": 1}, {""$EXPR"": 1, ""$EXPR1"": 1, ""$EXPR2"": 1}, {""$EXPR"": 6, ""$EXPR1"": 7, ""$EXPR2"": 7}, {""$EXPR"": 6, ""$EXPR1"": 7, ""$EXPR2"": 7}, {""$EXPR"": 6, ""$EXPR1"": 7, ""$EXPR2"": 7}, {""$EXPR1"": 1, ""$EXPR2"": 1}, {""$EXPR"": 2}, {""$EXPR"": 2}, {""$EXPR"": 2}, {""$EXPR"": 2}, {""$EXPR"": 2}, {""$EXPR"": 2}, {""$EXPR"": 2}, {""$EXPR"": 2}, {""$PTR"": 1}, {""$PTR"": 1}, {""$PTR"": 1}, {""$COND"": 1}, {""$EXPR1"": 1, ""$EXPR2"": 1, ""$EXPR3"": 1}, {""$ARR"": 1, ""$LEN"": 2, ""$TYPE"": 1}, {""$ARR"": 1, ""$EXPR"": 1, ""$LEN"": 2, ""$TYPE"": 1}]",43,True,True,True,False,True,False,"C1,C2,C3,C5","deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__unchecked-ret-malloc-calloc-realloc.yaml,.,0,0,raptor-unchecked-ret-malloc-calloc-realloc,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,True,False,True,False,"$ALLOC,$CAST,$FUN,$RET","$ALLOC,$FUN,$RET","[{""$ALLOC"": 5, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$CAST"": 1, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$CAST"": 1, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$CAST"": 1, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$CAST"": 1, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$CAST"": 1, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$CAST"": 1, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$CAST"": 1, ""$FUN"": 8, ""$RET"": 7}, {""$ALLOC"": 5, ""$CAST"": 1, ""$FUN"": 8, ""$RET"": 7}]",21,True,True,True,False,True,False,"C1,C2,C3,C5","B3.5_redundant_metavariable,deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__unchecked-ret-scanf-etc.yaml,.,0,0,raptor-unchecked-ret-scanf-etc,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,True,False,True,False,"$FUN,$RET,$VAL","$FUN,$VAL","[{""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}, {""$FUN"": 16, ""$RET"": 1, ""$VAL"": 12}]",27,True,True,True,False,True,False,"C1,C2,C3,C5","B3.5_redundant_metavariable,deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__unchecked-ret-setuid-seteuid.yaml,.,0,0,raptor-unchecked-ret-setuid-seteuid,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,True,False,True,False,"$FUN,$RET,$VAL","$FUN,$VAL","[{""$FUN"": 11, ""$RET"": 1, ""$VAL"": 6}, {""$FUN"": 11, ""$RET"": 1, ""$VAL"": 6}]",12,True,True,True,False,True,False,"C1,C2,C3,C5","B3.5_redundant_metavariable,deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__unsafe-ret-snprintf-vsnprintf.yaml,.,0,0,raptor-unsafe-ret-snprintf-vsnprintf,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,$RET,,"[{""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}]",4,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__unsafe-ret-strlcpy-strlcat.yaml,.,0,0,raptor-unsafe-ret-strlcpy-strlcat,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,$RET,,"[{""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}, {""$RET"": 1}]",8,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__unsafe-strlen.yaml,.,0,0,raptor-unsafe-strlen,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,$LEN,,"[{""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}, {""$LEN"": 1}]",8,False,True,True,False,False,False,"C2,C3","B3.5_redundant_metavariable,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__unterminated-string-strncpy-stpncpy.yaml,.,0,0,raptor-unterminated-string-strncpy-stpncpy,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-not-inside,patterns,references,severity",False,True,True,True,False,True,False,"$DST,$FUN,$N,$POS,$SRC","$DST,$FUN,$N,$POS,$SRC","[{""$DST"": 6, ""$FUN"": 5, ""$N"": 3, ""$POS"": 3, ""$SRC"": 3}, {""$DST"": 6, ""$FUN"": 5, ""$N"": 3, ""$POS"": 3, ""$SRC"": 3}, {""$DST"": 6, ""$FUN"": 5, ""$N"": 3, ""$POS"": 3, ""$SRC"": 3}, {""$DST"": 6, ""$FUN"": 5, ""$N"": 3, ""$POS"": 3, ""$SRC"": 3}]",8,True,True,True,False,False,False,"C1,C2,C3","B3.5_redundant_metavariable,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__use-after-free.yaml,.,0,0,raptor-use-after-free,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,pattern,pattern-either,pattern-inside,pattern-not,pattern-not-inside,patterns,references,severity",False,True,True,False,False,True,False,"$EXPR,$FUN,$MEM,$POS,$PTR","$FUN,$PTR","[{""$EXPR"": 1, ""$MEM"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$POS"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$MEM"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$POS"": 1, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$PTR"": 4}, {""$EXPR"": 1, ""$FUN"": 2, ""$PTR"": 4}]",12,True,True,True,False,True,False,"C1,C2,C3,C5","deep_expression,no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/0xdea__c__write-into-stack-buffer.yaml,.,0,0,raptor-write-into-stack-buffer,A5,Containment (inclusive),"author,confidence,id,languages,message,metadata,metavariable,metavariable-pattern,metavariable-regex,pattern,pattern-either,pattern-inside,pattern-not,patterns,references,regex,severity",False,True,True,False,True,True,False,"$ARG1,$BUF,$FMT,$FUN,$LEN,$N,$TYPE","$ARG1,$BUF,$FMT,$FUN,$N","[{""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FMT"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FMT"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FMT"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$N"": 2, ""$TYPE"": 1}, {""$BUF"": 3, ""$FMT"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$N"": 2, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 4, ""$FUN"": 4, ""$LEN"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}, {""$ARG1"": 2, ""$BUF"": 3, ""$FUN"": 3, ""$LEN"": 1, ""$TYPE"": 1}]",52,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__command-injection.yaml,.,0,0,raptor-command-injection,A4,Negation / Filtering,"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not,patterns,references,severity",False,True,False,False,False,False,False,$FUN,,"[{""$FUN"": 1}, {""$FUN"": 1}]",3,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__double-free.yaml,.,0,0,raptor-double-free,A4,Negation / Filtering,"author,confidence,id,languages,message,metadata,pattern,pattern-not,patterns,references,severity",False,True,True,False,False,False,False,"$EXPR,$PTR",$PTR,"[{""$EXPR"": 1, ""$PTR"": 5}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__format-string-bugs.yaml,.,0,0,raptor-format-string-bugs,A4,Negation / Filtering,"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not,patterns,references,severity",False,True,False,False,False,False,False,"$ARG1,$ARG2,$FUN",,"[{""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FUN"": 1}, {""$ARG1"": 1, ""$ARG2"": 1, ""$FUN"": 1}]",53,True,True,True,False,False,False,"C1,C2,C3","no_metavar,plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__incorrect-order-setuid-setgid-etc.yaml,.,0,0,raptor-incorrect-order-setuid-setgid-etc,A6,Containment (exclusive),"author,confidence,id,languages,message,metadata,pattern,pattern-either,pattern-not,pattern-not-inside,patterns,references,severity",True,False,False,False,False,False,False,,,[],12,True,False,True,False,False,False,"C1,C3","no_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/collected/c__incorrect-unsigned-comparison.yaml,.,0,0,raptor-incorrect-unsigned-comparison,A2,Single or multiple positive pattern(s),"author,confidence,id,languages,message,metadata,pattern,pattern-either,references,severity",False,True,False,True,False,False,False,$UNSIGNED,,"[{""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}, {""$UNSIGNED"": 1}]",18,False,True,False,False,False,False,C2,"B3.5_redundant_metavariable,plain_metavar"
