file,directory,document_index,rule_index,rule_id,logical_group,logical_class,operators,B1_no_metavariable,B2_metavariable_binding,B3_repeated_metavariable,B3_5_redundant_metavariable,B4_metavariable_regex,B5_metavariable_pattern,B6_metavariable_comparison_or_type,metavars,repeated_metavars,binding_scopes_json,pattern_count,has_no_metavar,has_plain_metavar,has_unnamed_ellipsis,has_ellipsis_metavar,has_deep_expression,has_no_pattern_fields,shape_groups,shape_labels
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Exim_rules.yaml,lambdasec-autogrep,0,4,vuln-exim-337e3505,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,$LOGMSG,$LOGMSG,"[{""$LOGMSG"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__FFmpeg_rules.yaml,lambdasec-autogrep,0,0,vuln-ffmpeg-ab0fdaed,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$NB_FRAME,$NB_FRAMES","$NB_FRAME,$NB_FRAMES","[{""$NB_FRAME"": 2, ""$NB_FRAMES"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__FRRouting_rules.yaml,lambdasec-autogrep,0,0,vuln-frr-3515178d,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$MASK,$PNT,$P_END","$MASK,$PNT","[{""$MASK"": 2, ""$PNT"": 3, ""$P_END"": 1}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__FreeRDP_rules.yaml,lambdasec-autogrep,0,0,vuln-freerdp-6b2bc419,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$FALSE,$ICONINFO,$S","$FALSE,$ICONINFO,$S","[{""$FALSE"": 4, ""$ICONINFO"": 5, ""$S"": 4}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__FreeRDP_rules.yaml,lambdasec-autogrep,0,1,vuln-freerdp-09b9d4f1,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$BITMAP,$DSTHEIGHT,$DSTWIDTH,$SIZE","$BITMAP,$DSTHEIGHT,$DSTWIDTH,$SIZE","[{""$BITMAP"": 6, ""$DSTHEIGHT"": 4, ""$DSTWIDTH"": 4, ""$SIZE"": 4}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__GNOME_rules.yaml,lambdasec-autogrep,0,0,vuln-gdm-94ea12bb,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$FUNC,$HANDLE_ERROR,$MSG,$VAR","$FUNC,$MSG,$VAR","[{""$FUNC"": 2, ""$HANDLE_ERROR"": 1, ""$MSG"": 2, ""$VAR"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__GStreamer_rules.yaml,lambdasec-autogrep,0,0,vuln-gstreamer-d58f668e,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$DATA_SIZE,$MIN_SIZE,$SECTION_LENGTH","$DATA_SIZE,$SECTION_LENGTH","[{""$DATA_SIZE"": 3, ""$MIN_SIZE"": 1, ""$SECTION_LENGTH"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__GStreamer_rules.yaml,lambdasec-autogrep,0,1,vuln-gstreamer-7b12593c,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$DATA,$END,$I,$NB_PROGRAMS","$I,$NB_PROGRAMS","[{""$DATA"": 1, ""$END"": 1, ""$I"": 6, ""$NB_PROGRAMS"": 3}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__GStreamer_rules.yaml,lambdasec-autogrep,0,2,vuln-gstreamer-45dcd0b9,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,False,False,False,False,False,$VAR,,"[{""$VAR"": 1}]",2,True,True,False,False,False,False,"C1,C2","no_metavar,plain_metavar"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__HDFGroup_rules.yaml,lambdasec-autogrep,0,0,vuln-hdf5-302053f9,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$BUF,$BUF_SIZE,$DXPL_ID,$F,$MSG_ID,$OPEN_OH","$BUF,$DXPL_ID,$F,$MSG_ID,$OPEN_OH","[{""$BUF"": 2, ""$BUF_SIZE"": 1, ""$DXPL_ID"": 2, ""$F"": 2, ""$MSG_ID"": 2, ""$OPEN_OH"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__ImageMagick_rules.yaml,lambdasec-autogrep,0,0,vuln-imagemagick-5a389769,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$LENGTH,$OFFSET,$PROFILE,$Q","$LENGTH,$OFFSET,$PROFILE","[{""$LENGTH"": 3, ""$OFFSET"": 2, ""$PROFILE"": 3, ""$Q"": 1}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__ImageMagick_rules.yaml,lambdasec-autogrep,0,1,vuln-imagemagick6-f6ffc702,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$EXCEPTION,$IMAGE,$OTHER_IMAGE,$VIEW,$Y","$EXCEPTION,$IMAGE,$VIEW,$Y","[{""$EXCEPTION"": 2, ""$IMAGE"": 2, ""$OTHER_IMAGE"": 1, ""$VIEW"": 2, ""$Y"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__InfrastructureServices_rules.yaml,lambdasec-autogrep,0,0,vuln-dnsmasq-03345ece,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$FUNC,$INBUFF,$MSG_TYPE,$STATE,$SZ","$FUNC,$INBUFF,$MSG_TYPE,$STATE,$SZ","[{""$FUNC"": 2, ""$INBUFF"": 4, ""$MSG_TYPE"": 2, ""$STATE"": 2, ""$SZ"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__InfrastructureServices_rules.yaml,lambdasec-autogrep,0,1,vuln-dnsmasq-63437ffb,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$BUF,$LIMIT,$OFFSET,$SIZE","$BUF,$OFFSET","[{""$BUF"": 3, ""$LIMIT"": 1, ""$OFFSET"": 4, ""$SIZE"": 1}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__LibVNC_rules.yaml,lambdasec-autogrep,0,0,vuln-libvncserver-f8912fee,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$CL,$RTCP","$CL,$RTCP","[{""$CL"": 2, ""$RTCP"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__LibVNC_rules.yaml,lambdasec-autogrep,0,1,vuln-libvncserver-495ffa3f,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$CL,$RTCP","$CL,$RTCP","[{""$CL"": 6, ""$RTCP"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__LibVNC_rules.yaml,lambdasec-autogrep,0,2,vuln-libvncserver-b5919c3b,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,$RET,$RET,"[{""$RET"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__LibVNC_rules.yaml,lambdasec-autogrep,0,3,vuln-libvncserver-33441d90,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$CRED,$VAR","$CRED,$VAR","[{""$CRED"": 2, ""$VAR"": 3}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__LibreDWG_rules.yaml,lambdasec-autogrep,0,0,vuln-libredwg-bcec483e,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$DECOMP,$I,$INFO,$J","$DECOMP,$I,$INFO,$J","[{""$DECOMP"": 2, ""$I"": 7, ""$INFO"": 4, ""$J"": 3}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Matthias-Wandel_rules.yaml,lambdasec-autogrep,0,0,vuln-jhead-76d11094,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,$VAR,$VAR,"[{""$VAR"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Matthias-Wandel_rules.yaml,lambdasec-autogrep,0,1,vuln-jhead-f0a88421,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$EXIF,$LEN,$RET","$EXIF,$LEN","[{""$EXIF"": 2, ""$LEN"": 2, ""$RET"": 1}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Matthias-Wandel_rules.yaml,lambdasec-autogrep,0,2,vuln-jhead-a50953a2,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$BYTECOUNT,$EXIFLENGTH,$OFFSETVAL","$BYTECOUNT,$EXIFLENGTH,$OFFSETVAL","[{""$BYTECOUNT"": 2, ""$EXIFLENGTH"": 2, ""$OFFSETVAL"": 5}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Matthias-Wandel_rules.yaml,lambdasec-autogrep,0,3,vuln-jhead-4827ed31,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$A,$CH,$CONTINUE,$DATA,$LENGTH","$A,$CH,$CONTINUE,$DATA","[{""$A"": 3, ""$CH"": 2, ""$CONTINUE"": 2, ""$DATA"": 2, ""$LENGTH"": 1}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Matthias-Wandel_rules.yaml,lambdasec-autogrep,0,4,vuln-jhead-b8d78e5e,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$A,$SECTIONS,$SECTIONS_READ,$SECTION_T","$A,$SECTIONS,$SECTIONS_READ,$SECTION_T","[{""$A"": 6, ""$SECTIONS"": 4, ""$SECTIONS_READ"": 2, ""$SECTION_T"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Moddable-OpenSource_rules.yaml,lambdasec-autogrep,0,0,vuln-moddable-ef5216cc,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$BYTE,$CONST,$ERROR,$FIELD,$FUNC,$ID,$MSG,$VAR","$BYTE,$CONST,$ERROR,$FUNC,$ID,$MSG,$VAR","[{""$BYTE"": 2, ""$CONST"": 2, ""$ERROR"": 3, ""$FIELD"": 1, ""$FUNC"": 3, ""$ID"": 3, ""$MSG"": 3, ""$VAR"": 3}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Moddable-OpenSource_rules.yaml,lambdasec-autogrep,0,1,vuln-moddable-df143cb6,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$TOKEN,$VAR","$TOKEN,$VAR","[{""$TOKEN"": 2, ""$VAR"": 3}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__Moddable-OpenSource_rules.yaml,lambdasec-autogrep,0,2,vuln-moddable-8e94a366,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$INTEGER,$RADIX","$INTEGER,$RADIX","[{""$INTEGER"": 2, ""$RADIX"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__NagiosEnterprises_rules.yaml,lambdasec-autogrep,0,0,vuln-nagioscore-8a61ba39,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,$BUF,$BUF,"[{""$BUF"": 4}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OISF_rules.yaml,lambdasec-autogrep,0,0,vuln-suricata-2f39ba75,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,$F,$F,"[{""$F"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OISF_rules.yaml,lambdasec-autogrep,0,1,vuln-suricata-d8634daf,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$FLAGS,$PROTO,$PROTOCTX","$PROTO,$PROTOCTX","[{""$FLAGS"": 1, ""$PROTO"": 2, ""$PROTOCTX"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OISF_rules.yaml,lambdasec-autogrep,0,2,vuln-suricata-51790d38,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$FUNC,$LINE_LEN,$LINE_PTR","$FUNC,$LINE_LEN,$LINE_PTR","[{""$FUNC"": 2, ""$LINE_LEN"": 2, ""$LINE_PTR"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OpenPrinting_rules.yaml,lambdasec-autogrep,0,0,vuln-cups-ff1f8a62,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$ADDR,$FD,$LENGTH","$ADDR,$FD,$LENGTH","[{""$ADDR"": 4, ""$FD"": 2, ""$LENGTH"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OpenPrinting_rules.yaml,lambdasec-autogrep,0,1,vuln-cups-filters-8f274035,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$BACKEND_ARGV,$BACKEND_PATH,$CMDLINE,$PID,$RETVAL","$PID,$RETVAL","[{""$BACKEND_ARGV"": 1, ""$BACKEND_PATH"": 1, ""$CMDLINE"": 1, ""$PID"": 2, ""$RETVAL"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OpenSC_rules.yaml,lambdasec-autogrep,0,0,vuln-opensc-c3f23b83,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$EXPR,$VAR","$EXPR,$VAR","[{""$EXPR"": 3, ""$VAR"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OpenSC_rules.yaml,lambdasec-autogrep,0,1,vuln-opensc-6903aebf,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$FILE,$OFFS,$REC,$REC_LEN","$FILE,$OFFS,$REC,$REC_LEN","[{""$FILE"": 2, ""$OFFS"": 2, ""$REC"": 2, ""$REC_LEN"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OpenSC_rules.yaml,lambdasec-autogrep,0,2,vuln-opensc-40c50a3a,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$BLOB,$COND","$BLOB,$COND","[{""$BLOB"": 3, ""$COND"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__OpenSC_rules.yaml,lambdasec-autogrep,0,3,vuln-opensc-7114fb71,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,$VAR,$VAR,"[{""$VAR"": 3}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__RIOT-OS_rules.yaml,lambdasec-autogrep,0,0,vuln-riot-07f1254d,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$P,$URI_END",$P,"[{""$P"": 7, ""$URI_END"": 1}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__RIOT-OS_rules.yaml,lambdasec-autogrep,0,1,vuln-riot-3c7fd0cd,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$EXPR,$FUNC,$VAR,$VAR2","$EXPR,$FUNC,$VAR,$VAR2","[{""$EXPR"": 2, ""$FUNC"": 2, ""$VAR"": 2, ""$VAR2"": 2}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__SchedMD_rules.yaml,lambdasec-autogrep,0,0,vuln-slurm-351669e7,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$MSG,$SIG,$SIG_LEN","$MSG,$SIG","[{""$MSG"": 5, ""$SIG"": 2, ""$SIG_LEN"": 1}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__SchedMD_rules.yaml,lambdasec-autogrep,0,1,vuln-slurm-5ac031b2,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,$UID,$UID,"[{""$UID"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c__VirusTotal_rules.yaml,lambdasec-autogrep,0,0,vuln-yara-4a342f01,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,$INDEX,$INDEX,"[{""$INDEX"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c___rules.yaml,lambdasec-autogrep,0,0,vuln-freetype-77930974,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$FACE,$FUNC,$NUM_INSTANCES,$STREAM,$TTAG_CFF","$FACE,$FUNC,$NUM_INSTANCES,$STREAM,$TTAG_CFF","[{""$FACE"": 3, ""$FUNC"": 3, ""$NUM_INSTANCES"": 2, ""$STREAM"": 3, ""$TTAG_CFF"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c___rules.yaml,lambdasec-autogrep,0,1,vuln-libmspack-72e70a92,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$LIMIT,$VAR","$LIMIT,$VAR","[{""$LIMIT"": 2, ""$VAR"": 4}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c___rules.yaml,lambdasec-autogrep,0,2,vuln-dosfstools-e8eff147,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$FS,$LSS","$FS,$LSS","[{""$FS"": 4, ""$LSS"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c___rules.yaml,lambdasec-autogrep,0,3,vuln-libgit2-9844d38b,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$CMD,$DELTA,$DELTA_END,$MASK1,$MASK2,$MASK3,$MASK4,$O,$SHIFT,$SHIFT1,$SHIFT2,$SHIFT3,$SHIFT4,$VAR1","$CMD,$DELTA,$MASK1,$MASK2,$MASK3,$MASK4,$O,$SHIFT,$SHIFT1,$SHIFT2,$SHIFT3,$VAR1","[{""$CMD"": 8, ""$DELTA"": 6, ""$DELTA_END"": 1, ""$MASK1"": 2, ""$MASK2"": 2, ""$MASK3"": 2, ""$MASK4"": 2, ""$O"": 2, ""$SHIFT"": 2, ""$SHIFT1"": 2, ""$SHIFT2"": 2, ""$SHIFT3"": 2, ""$SHIFT4"": 1, ""$VAR1"": 8}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c___rules.yaml,lambdasec-autogrep,0,4,vuln-vim-d1ae8366,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$REG,$YCURRENT",$REG,"[{""$REG"": 2, ""$YCURRENT"": 1}]",2,False,True,True,False,False,False,"C2,C3","plain_metavar,unnamed_ellipsis"
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c___rules.yaml,lambdasec-autogrep,0,5,vuln-openssl-7725e7bf,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,references,severity,source-url,technology",False,True,True,False,False,False,False,"$EXFLAG_INVALID_POLICY,$EX_FLAGS,$LOCK,$RET","$EXFLAG_INVALID_POLICY,$EX_FLAGS,$LOCK,$RET","[{""$EXFLAG_INVALID_POLICY"": 3, ""$EX_FLAGS"": 3, ""$LOCK"": 4, ""$RET"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
/home/moscovin/Documents/eboss/semgrep-rules-aggregate/scrap/lambdasec-autogrep/filtered_rules__c___rules.yaml,lambdasec-autogrep,0,6,vuln-qemu-a71c775b,A4,Negation / Filtering,"category,cwe,id,languages,message,metadata,owasp,pattern,pattern-not,severity,source-url,technology",False,True,True,False,False,False,False,"$BLK,$BLOCKSIZE,$BUF,$CMD_BUF,$MAX_TRANSFER,$PAGE,$TYPE","$BLK,$BLOCKSIZE,$BUF,$CMD_BUF,$MAX_TRANSFER,$PAGE,$TYPE","[{""$BLK"": 2, ""$BLOCKSIZE"": 2, ""$BUF"": 6, ""$CMD_BUF"": 3, ""$MAX_TRANSFER"": 8, ""$PAGE"": 2, ""$TYPE"": 2}]",2,False,True,False,False,False,False,C2,plain_metavar
